feature,log2fc,p_value
Gene200,0.010032111216328351,0.5418833670356058
Gene201,1.8331481460306467,0.009052249739019405
Gene202,-0.8518276922539603,0.13131261427818175
Gene203,-2.9384753893897506,0.0010815916321178785
Gene204,0.36099387370918307,0.34291132377130784
Gene205,-1.0806023287784379,0.020294705414799673
Gene206,-1.745327736759356,0.008619090994729878
Gene207,-0.4972372069655254,0.09041591216264654
Gene208,1.123606248099983,0.04880749670327003
Gene209,-0.704538587029171,0.05794113328724645
Gene210,-0.8625055163694907,0.10265676293629322
Gene211,0.803645390262015,0.11745751790567566
Gene212,0.1336862574321961,0.43744199415756385
Gene213,-2.444480483646617,0.0015883299723879138
Gene214,0.7391114654753097,0.005804076385611568
Gene215,-1.8849959501162137,0.008390622147671034
Gene216,-1.1044915875222785,0.06233398862806051
Gene217,-0.2782967424486148,0.23136569641876584
Gene218,-1.5869031009566505,0.008857346639250408
Gene219,-0.8725996220993151,0.048957229241119955
Gene220,0.40043819418392956,0.1964615202012807
Gene221,1.0953126842681327,0.046440890569573186
Gene222,1.0734240661953174,0.006831676847880199
Gene223,0.932075368841158,0.08515157736433829
Gene224,0.7456305584689124,0.04345574602031655
Gene225,-0.025746137916437355,0.1917783119470358
Gene226,1.084939782100445,0.015218796903005203
Gene227,1.5592942016973173,0.005050362159140458
Gene228,-0.8842134985756568,0.01938914540562679
Gene229,0.8746778973933287,0.012081533226653576
Gene230,1.6190260299091952,0.018202696184844925
Gene231,1.9728802053069863,0.004612401195206646
Gene232,0.6131456023585908,0.08814812434322927
Gene233,-1.099436533001417,0.03285160442195627
Gene234,-2.082027556831015,7.395218662309671e-05
Gene235,2.3555832540030863,0.003615620952250266
Gene236,0.31861175068839725,0.0568193354065625
Gene237,-0.3472485854858284,0.2018306319692218
Gene238,-0.8221721638180145,0.0008191835758523202
Gene239,-0.8227056794375555,0.13850046614646752
Gene240,-0.4241459723080072,0.005617609523159368
Gene241,1.3062987209241446,0.0371326770328972
Gene242,1.5823531752805904,0.013977626550904069
Gene243,-0.5209654192550489,0.24201250394625978
Gene244,0.2831507431085464,0.00781839739301437
Gene245,0.5910815246146418,0.035421414025104424
Gene246,-0.601550627399527,0.023063700253929877
Gene247,-0.6829461481968208,0.041900290107983115
Gene248,0.30834000953128626,0.0709680428015776
Gene249,-1.0094961773136717,0.03156325574532141
Gene250,0.19532775197993568,0.34787985952338224
Gene251,0.1944108424765645,0.00315645604267057
Gene252,0.6181135484768405,0.0024964652870250867
Gene253,0.3550500372983428,0.3730701635153287
Gene254,-0.008283952730632633,0.5506015419002003
Gene255,0.8145994614104404,0.02439385999885416
Gene256,-1.7837652797273378,0.015581905408408453
Gene257,0.9717474367687211,0.04807020770438316
Gene258,0.9121912460847105,0.04516723959898667
Gene259,0.26392318228641287,0.19326404328721744
Gene260,-2.331901505581455,0.002493192976449035
