feature,log2fc,p_value
Gene122,-0.7750297724415375,0.052896043341398
Gene123,1.3567795635219206,0.034849610461097
Gene124,0.3604983802061063,0.3061610698528549
Gene125,-1.9631040710227825,0.0083601425840263
Gene126,-0.9703115463104686,0.0955049869394733
Gene127,-0.0505953468103504,0.358889222800801
Gene128,-1.117029966228751,0.0102976684624444
Gene129,-0.49987460875879,0.0104757548013092
Gene130,-0.2840853033622074,0.0158436477013566
Gene131,2.4114375755726805,0.0002006479366881
Gene132,-0.6233919121571768,0.0150537993994075
Gene133,-0.1802654343016752,0.0991461942708334
Gene134,-0.1448993286807283,0.0334288612024451
Gene135,2.158336116394805,0.0010004955319081
Gene136,-0.0564366454242244,0.3341691638454122
Gene137,0.8270383257054937,0.0621052788766479
Gene138,1.868661690599448,0.0129961824319197
Gene139,1.1350833157751383,0.013739623566689
Gene140,0.3122479367492411,0.3572500601298165
Gene141,0.1633253088572122,0.0290264366291482
Gene142,-0.6214376518761358,0.0293348868011773
Gene143,-1.1439507950796008,0.0318263808179472
Gene144,0.1750576924474794,0.5763661683448342
Gene145,-0.1054571140807307,0.4419864831916559
Gene146,1.5398530825264023,0.0098781906353699
Gene147,1.1102965088973695,0.0552619828860745
Gene148,-0.2973069846392699,0.1274437581986801
Gene149,1.279509253743899,0.04829864708878
Gene150,-1.183432852975648,0.0484336960862574
Gene151,-1.8147176302583603,0.0048730093093532
Gene152,0.7738402456727159,0.0105210272206064
Gene153,-0.8532761350683417,0.0087859575486432
Gene154,-1.5262901558825723,0.0125744924459012
Gene155,1.1691053191193856,0.0462578831478964
Gene156,-2.505565074308681,0.002162439056773
Gene157,0.692802233515881,0.0894438741005664
Gene158,0.6318307150260573,0.0250378077186575
Gene159,-0.5016595290067509,0.0975279602497225
Gene160,-1.8687492194167603,0.0013327814979347
Gene161,1.7417024803758376,0.0081312810308871
Gene162,0.2859335263447138,0.0480502755053383
Gene163,-1.9313094478992836,0.010898780672822
Gene164,0.7252515526368295,0.0862545361586173
Gene165,-0.83481049129183,0.0663455176977865
Gene166,-1.4469109438523682,0.0223716026289884
Gene167,-0.0427473597365633,0.0576121402512307
Gene168,0.9299810028178996,0.0400421151088952
Gene169,-1.1732807599895874,0.0346383829999994
Gene170,-1.071831145838554,0.0828303799070414
Gene171,0.3548787472508158,0.0075858309709521
Gene172,0.3558335896666139,0.3296671258385077
Gene173,0.2482741272128049,0.3189922712228126
Gene174,0.1636069896247791,0.401318535149966
Gene175,1.2547423024637017,0.0435040167904946
Gene176,-0.1618150948953116,0.2145907578862565
Gene177,-0.1321109548463908,0.3064754714508695
Gene178,-0.1615307882506768,0.0330814450393867
Gene179,-1.6568173953565026,0.0125362694972222
Gene180,-0.4096131374022831,0.1585059347978456
Gene181,1.2120020894086367,0.0130297236609657
Gene182,0.1755012464239716,0.0832392491240736
Gene183,2.017548386221719,0.0076864634933809
Gene184,-0.3630524727484818,0.0930910926158582
Gene185,-1.4347325099397272,0.0105951484448861
Gene186,-0.7611192462454591,0.1474862839635827
Gene187,-0.1621560489481196,0.3149413482250829
Gene188,-0.2925324379236423,0.0319007100484013
Gene189,1.594531864895096,0.0067170056061371
Gene190,0.8859555380855219,0.0089396585476713
Gene191,-0.997630939689883,0.0851114988580745
Gene192,1.5110307026246432,0.0305701195301452
Gene193,1.0108293697338655,0.0316474861784874
Gene194,-0.0519262972360527,0.4961464856986584
Gene195,-1.832553996879423,0.0004900694184477
Gene196,-1.3301320340426788,0.0035392261737598
Gene197,-2.1398730125755687,0.0028565146480463
Gene198,-2.683084682735992,0.0013690291979891
Gene199,-1.456302750281181,0.0253718846888059
Gene200,0.0100321112163283,0.5418833670356058
Gene201,1.833148146030647,0.0090522497390194
Gene202,-0.8518276922539603,0.1313126142781817
Gene203,-2.9384753893897506,0.0010815916321178
Gene204,0.360993873709183,0.3429113237713078
Gene205,-1.080602328778438,0.0202947054147996
Gene206,-1.745327736759356,0.0086190909947298
Gene207,-0.4972372069655254,0.0904159121626465
Gene208,1.123606248099983,0.04880749670327
Gene209,-0.704538587029171,0.0579411332872464
Gene210,-0.8625055163694907,0.1026567629362932
Gene211,0.803645390262015,0.1174575179056756
Gene212,0.1336862574321961,0.4374419941575638
Gene213,-2.444480483646617,0.0015883299723879
Gene214,0.7391114654753097,0.0058040763856115
Gene215,-1.8849959501162137,0.008390622147671
Gene216,-1.1044915875222785,0.0623339886280605
Gene217,-0.2782967424486148,0.2313656964187658
Gene218,-1.5869031009566503,0.0088573466392504
Gene219,-0.8725996220993151,0.0489572292411199
Gene220,0.4004381941839295,0.1964615202012807
Gene221,1.0953126842681329,0.0464408905695731
Gene222,1.0734240661953174,0.0068316768478801
Gene223,0.932075368841158,0.0851515773643382
Gene224,0.7456305584689124,0.0434557460203165
Gene225,-0.0257461379164373,0.1917783119470358
Gene226,1.084939782100445,0.0152187969030052
Gene227,1.5592942016973173,0.0050503621591404
Gene228,-0.8842134985756568,0.0193891454056267
Gene229,0.8746778973933287,0.0120815332266535
Gene230,1.6190260299091952,0.0182026961848449
Gene231,1.9728802053069865,0.0046124011952066
Gene232,0.6131456023585908,0.0881481243432292
Gene233,-1.099436533001417,0.0328516044219562
Gene234,-2.082027556831015,7.395218662309671e-05
Gene235,2.3555832540030863,0.0036156209522502
Gene236,0.3186117506883972,0.0568193354065625
Gene237,-0.3472485854858284,0.2018306319692218
Gene238,-0.8221721638180145,0.0008191835758523
Gene239,-0.8227056794375555,0.1385004661464675
Gene240,-0.4241459723080072,0.0056176095231593
Gene241,1.3062987209241446,0.0371326770328972
Gene242,1.5823531752805904,0.013977626550904
Gene243,-0.5209654192550489,0.2420125039462597
Gene244,0.2831507431085464,0.0078183973930143
Gene245,0.5910815246146418,0.0354214140251044
Gene246,-0.601550627399527,0.0230637002539298
Gene247,-0.6829461481968208,0.0419002901079831
Gene248,0.3083400095312862,0.0709680428015776
Gene249,-1.0094961773136717,0.0315632557453214
Gene250,0.1953277519799356,0.3478798595233822
Gene251,0.1944108424765645,0.0031564560426705
Gene252,0.6181135484768405,0.002496465287025
Gene253,0.3550500372983428,0.3730701635153287
Gene254,-0.0082839527306326,0.5506015419002003
Gene255,0.8145994614104404,0.0243938599988541
Gene256,-1.7837652797273378,0.0155819054084084
Gene257,0.9717474367687212,0.0480702077043831
Gene258,0.9121912460847104,0.0451672395989866
Gene259,0.2639231822864128,0.1932640432872174
Gene260,-2.331901505581455,0.002493192976449
